Name,Address,Facilities,Avg_price_per_night,Rating
Clin Clia Hotel,"Ibadan, Oyo - 1A/1B Keeba Close, Off Abayomi Akinmosa Jericho Id...",,"₦6,000avg/night",
Labotta Hotels And Suites ,"Ibadan, Oyo - No 9, Scout Camp, Onibonoje Crescent,Felele, Ibada...",RestaurantBar,"₦13,000avg/night",
Bon Hotel Nest Ogbomosho,"Ogbomosho, Oyo - 1 Lautech Road, Ogbomosho, Ilorin Road. Ogbomosho",PoolBar,"₦19,000avg/night",
Akma Signature Hotel & Suites,"Ibadan, Oyo - No. 16-18 Oderinde Street,Felele Rab , By Challeng...",InternetPoolGym,"₦15,000avg/night",
De Palm Hotel,"Ogbomosho, Oyo - Under G, Along Lautech Second Gate, Off Ilorin-Ogb...",RestaurantBar,"₦6,000avg/night",2.8 FairFrom 1 review
Josab Guest House,"Ibadan, Oyo - 66 Isokan Zone 3 Olola Soka",RestaurantBar,"₦3,500avg/night",
Blue View Hotel Limited,"Ibadan, Oyo - Odo Ona Elewe By Abbey Technical School, Orita Cha...",,"₦3,000avg/night",
Aries Guest House,"Ibadan, Oyo - 6 Oniyeye Ifelodun, Adesola Olorunsogo Way",Bar,"₦2,000avg/night",
Center Page Hotel,"Ibadan, Oyo - 27 Oyeniyi Street Adelubi",,"₦4,000avg/night",
AT Guest House ,"Ibadan, Oyo - Former Licensing Office, Oje-Igosun",Bar,"₦3,000avg/night",
Double T Guest House,"Ibadan, Oyo - Ogbere Resettlement Scheme, Akaran Road",RestaurantBar,"₦3,000avg/night",
Homely Inn,"Ibadan, Oyo - Elder Faronbi Street, Behind Old Party Secretariat...",RestaurantBar,"₦6,000avg/night",
Barytts Guest House,"Ibadan, Oyo - No 3 Peku Street Gbekuba",,"₦4,095avg/night",
Bobajiro Guest House ,"Iseyin, Oyo - Oke Adeta, Isalu",,"₦2,420avg/night",
M-Teko Guest House,"Ibadan, Oyo - 5, Ajeloreawo Street Elewura Quaters Challenge, Ib...",,"₦3,500avg/night",
WD Motel Main,"Ibadan, Oyo - Agugu, Iyana Idi-Obi Area, Ibadan",,"₦2,000avg/night",
Suzy's Palace Hotel,"Ibadan, Oyo - Akingbile Bus Stop, Along Moniya Road, Ibadan",,"₦3,720avg/night",
Azeez Hotel And Restaurant,"Ibadan, Oyo - G ",,"₦2,125avg/night",
Tamakonut Guest House And Bar,"Ibadan, Oyo - No. 3, Oremeji Street, Off Ososami Road, Adjacent ...",,"₦2,925avg/night",
Groove Point Hotel,"Ibadan, Oyo - Apapa Road, Moniya, Ibadan",,"₦3,520avg/night",
New Covenant Church,"Ibadan, Oyo - Alaafin Avenue Omomogba Bus Stop, Oluyole Extentio...",,"₦3,490avg/night",
Obama Guest House,"Ibadan, Oyo - Beside Elebolo Sarafadeen Central Mosque, Elebolo,...",,"₦3,510avg/night",
De Best Guest House,"Ibadan, Oyo - General Gas Road, Cele Bus-Stop, Ajadi Village, Ib...",,"₦2,780avg/night",
De-Bos Guest Inn,"Ibadan, Oyo - Plot 8A, Block IX, Olaniyan Ajuwon Street, Ibadan ...",,"₦3,490avg/night",
Kazlab Hotel And Suites,"Ibadan, Oyo - Alagba One, Off Olomi, Ibadan",,"₦3,410avg/night",
Peace Garden Guest House,"Ibadan, Oyo - Oke-Elesin, Lane One, Olunde Area, Ibadan",,"₦5,850avg/night",
New Galilee Hotel,"Ibadan, Oyo - Galilee Area, Ibadan",,"₦2,925avg/night",
Golden Focus Guest House,"Ibadan, Oyo - Virgo Plot 2, Adegbayi Old Ife Road, Ibadan",,"₦3,000avg/night",
Jonalis,"Ogbomosho, Oyo - Fatimat Junction, Along Under G Area",,"₦4,000avg/night",
Freedom Hotel Annex,"Ibadan, Oyo - Along Ajegunle Sango Road",Bar,"₦3,000avg/night",
Osal Hotels,"Ibadan, Oyo - Okoro, Oke Itunu",Bar,"₦2,925avg/night",
Saoton Mottel,"Ibadan, Oyo - Arile-Aro Bus-stop",RestaurantBar,"₦2,375avg/night",
Bulad Guest House,"Ibadan, Oyo - Oke-Irin, Erunmi",Bar,"₦2,000avg/night",
Shadow Guest House,"Ibadan, Oyo - Lawale Close",RestaurantBar,"₦1,500avg/night",
Aare Atorise Guest House,"Ibadan, Oyo - Zone Two, Ajiagbe Street Abaipo Area.",Bar,"₦2,000avg/night",
New Wave Guest House,"Ibadan, Oyo - No.2 Omofuyinwa Street, Alao Bus-stop Isokpako San...",,"₦2,975avg/night",
Oyo Royal Guest House Ltd 2,"Illora, Oyo - Odo Ara, Durbar, Illora, Oyo State Nigeria.",Bar,"₦2,500avg/night",
Motel De Klob Ltd,"Illora, Oyo - Olupe Court, Oke-Odoffin Area Illora, Oyo State Ni...",Bar,"₦2,000avg/night",
Emmak Peace Hotel,"Ibadan, Oyo - 6, Rammat Junction, Afrugin Area Along Apapa Road ...",Bar,"₦2,930avg/night",
Moshood Busari Brishood Hotel,"Saki, Oyo - Koomi Road Ajegunle, Saki, Nigeria",Bar,"₦1,850avg/night",
Osupa Guest House,"Oyo Town, Oyo - New Express, Iyana Osupa, Idi-Ose, Area 1, Oyo Tow...",RestaurantBar,"₦2,995avg/night",
Mogaji Guest House,"Ibadan, Oyo - Km 6, New Ife-Ibadan Road, Agodi, Ibadan, Nigeria",Bar,"₦1,888avg/night",
Olawuwo Hotel,"Ilora, Oyo - Olaifa Street, Oke Gege Area, Ilora, Nigeria",Bar,"₦2,000avg/night",
Ajaba A-Z Charley's Hotel,"Okeho, Oyo - Opposite St. Francis, Okeho, Nigeria",Bar,"₦3,334avg/night",
Metroview Guest House,"Ibadan, Oyo - Plot 4, Alhaji Abass Layout, Ibadan, Nigeria",Bar,"₦2,975avg/night",
3 Star Hotel,"Ibadan, Oyo - 7 Abatakon Street Along Moniya Road, Ojoo, Ibadan,...",Bar,"₦3,480avg/night",
Kadna Guest House,"Ibadan, Oyo - Aduloju Bus-stop, Iwo Road/Ojoo Expressway, Iwo Ro...",Bar,"₦2,925avg/night",
Cresta,"Ibadan, Oyo - 19, Oba Akenzua Crescent, Onireke, Ibadan, Nigeria",InternetRestaurantBar,"₦10,500avg/night",
B Gold Hotel,"Ibadan, Oyo - Orita Challenge, Babalola Estate, Odo-Ona Elewe Ro...",Bar,"₦2,500avg/night",
Nest Spa ,"Ibadan, Oyo - Plot 807 Oba Abimbola Way, Agodi, Ibadan, Nigeria",InternetRestaurantPoolBar,"₦18,000avg/night",
S A Guest House,"Ibadan, Oyo - 1, Lasisi Amole Layout, Strabag Ojoo, Ojoo, Ibadan...",RestaurantBar,"₦1,480avg/night",
Omo O Jeun Guest House,"Ogbomosho, Oyo - Along Ikoyi Road, Ogbomosho, Nigeria",Bar,"₦3,000avg/night",
Totab Hotels,"Ibadan, Oyo - Agara Baba Pupa, Elewe, Ibadan, Nigeria",RestaurantBar,"₦4,500avg/night",
Arolak Model Hotel,"Ibadan, Oyo - Olorunde Market, New Bodija, Ibadan, Nigeria",RestaurantBar,"₦2,950avg/night",
F.M Femisco Hotel,"Ogbomosho, Oyo - Along Old Oyo Road, By Trailer Park, Sabo, Ogbomos...",Bar,"₦1,800avg/night",
North Gate Hotel,"Ibadan, Oyo - 7B, Alfonso Road, Ojoo, Ibadan, Nigeria",RestaurantBar,"₦6,350avg/night",
Tunwoyin Motel Saki,"Saki, Oyo - Koomi Area, Saki, Nigeria",RestaurantBar,"₦1,500avg/night",
Dankaliturawa Hotel,"Saki, Oyo - Ago-Are Road, Poly Road, Saki, Nigeria",Bar,"₦4,680avg/night",
Sytak Mirbowl Hotel,"Ibadan, Oyo - 1, Ireakari Close, Felele, Ibadan, Nigeria",RestaurantBar,"₦4,000avg/night",
Royal Horse Hotel,"Saki, Oyo - Along Koomi Road, Saki, Nigeria",RestaurantBar,"₦3,500avg/night",
Classique Coterie Guest House,"Ibadan, Oyo - 6, Ire Akari Street, Adeoyo, Ibadan, Nigeria",RestaurantBar,"₦2,550avg/night",
Arolak Model Hotel,"Ibadan, Oyo - Olorunde Market, New Bodija, Ibadan, Nigeria",Bar,"₦2,950avg/night",
African Hotel Phase 2,"Ibadan, Oyo - Adelubi Area Molade Academy, Agodi, Ibadan, Nigeri...",RestaurantBar,"₦1,800avg/night",
Fash Guest House 1,"Ibadan, Oyo - Tafa Adeoye Street, Orita-apeni, Agodi, Ibadan, Ni...",,"₦2,400avg/night",
Mofes Hotel And Suites,"Ibadan, Oyo - Odola Estate, Idi Mango, Soka, Agodi, Ibadan, Nige...",RestaurantBar,"₦2,000avg/night",
Kobi's Motel,"Ibadan, Oyo - 1 Chief Andrew Okobi Avenue, Felele, Ibadan, Niger...",Bar,"₦2,000avg/night",
BUTH Guest House,"Ogbomosho, Oyo - Off Ogbomoso-Ilorin Road, By Alade Petroleum/Stadi...",,"₦6,500avg/night",
Naira Motel Guest House,"Ogbomosho, Oyo - Liberty Road, Olope Marun, Ogbomoso",Bar,"₦2,500avg/night",
Talking Drum Hotel,"Ogbomosho, Oyo - Onigbinde Area, Along Igbeti/Ikoyi Road, Ogbomoso.",,"₦10,000avg/night",
Dmatel Hotel And Resort PH,"Port Harcourt, Rivers - 91, Stadium Road, Rumuomasi",InternetRestaurantPoolBarGym,"₦20,000avg/night",7.7 Very GoodFrom 46 reviews
Somitel Hotels And Resort Ltd,"Port Harcourt, Rivers - Campbell Avenue, Off Peter Odili Road, Trans- Amad...",InternetRestaurantPoolBarGym,"₦17,000avg/night",7.2 Very GoodFrom 16 reviews
Polo Court ,"Port Harcourt, Rivers - 46 King Perekule Street, GRA Phase II",InternetRestaurantPoolBarGym,"₦27,000avg/night",8.3 ExcellentFrom 11 reviews
De Edge Hotel,"Port Harcourt, Rivers - Plot 12, Location Road (By Mandela Car Wash), Tomb...",InternetRestaurantPoolBarGym,"₦31,700avg/night",8.8 ExcellentFrom 18 reviews
Base Hotels ,"Port Harcourt, Rivers - 33 NTA Rd, Mbuoba, Port Harcourt",RestaurantBar,"₦4,000avg/night",6.4 Very GoodFrom 33 reviews
Novotel Port Harcourt,"Port Harcourt, Rivers - 3 Stadium Road, Rumuomasi",RestaurantBarGym,"₦51,300avg/night",7.0 Very GoodFrom 18 reviews
Golden Tulip Port Harcourt Hotel,"Port Harcourt, Rivers - 1C Evo Crescent, GRA Phase II",InternetRestaurantPoolBarGym,"₦69,569avg/night",7.2 Very GoodFrom 4 reviews
Goldfinger Hotels Limited,"Port Harcourt, Rivers - 86 Tombla Street Extension GRA A2 , Next To Manade...",InternetRestaurantBar,"₦6,000avg/night",6.9 Very GoodFrom 12 reviews
Aldgate Congress Hotel,"Port Harcourt, Rivers - 308, Abacha Road. GRA Phase III",InternetRestaurantPoolBarGym,"₦8,000avg/night",6.8 Very GoodFrom 14 reviews
 Ogeyi Place Hotel (Formerly Le Meridien Ogeyi Place),"Port Harcourt, Rivers - 45 Tombia Street, GRA Phase II, ",RestaurantBar,"₦85,000avg/night",7.7 Very GoodFrom 5 reviews
Best Western Hotel GRA,"Port Harcourt, Rivers - Plot F35 Woke Street, Off Sani Abacha Road, GRA 3,...",RestaurantBar,"₦23,000avg/night",6.8 Very GoodFrom 3 reviews
Swiss Spirit Hotel & Suites Danag,"Port Harcourt, Rivers - 79 Ken Saro Wiwa Stadium Road Port Harcourt",Pool,"₦25,200avg/night",8.8 ExcellentFrom 1 review
Clen-Phil Hotels And Suites,"Port Harcourt, Rivers - 68 Iwofe Road, Rumupirikom Town, Port Harcourt.",RestaurantBarGym,"₦6,000avg/night",7.4 Very GoodFrom 7 reviews
Hotel Presidential,"Port Harcourt, Rivers - 5141 Aba Road, GRA Phase II",InternetRestaurantPoolBarGym,"₦68,800avg/night",5.1 GoodFrom 13 reviews
Landmark Hotel,"Port Harcourt, Rivers - 4 Worlu Street,Off Oluobasanjon Road, D/line. GRA.",InternetRestaurantPoolGym,"₦25,000avg/night",9.1 ExcellentFrom 3 reviews
Randolph Hotel And Resort,"Port Harcourt, Rivers - 101 Old Aba Road",RestaurantPoolBar,"₦13,500avg/night",7.8 Very GoodFrom 10 reviews
Chinwo Hotels Nigeria Limited,"Port Harcourt, Rivers - 5 Chukwu Odara Street, Behind St. Simon Church Okp...",RestaurantBar,"₦6,000avg/night",6.4 Very GoodFrom 5 reviews
Emfas Bridge Hotel,"Port Harcourt, Rivers - Choba Road, Rumuekini",RestaurantBar,"₦2,000avg/night",
Maas Central Hotels,"Port Harcourt, Rivers - 23 Tombia Street GRA Phase II",InternetRestaurantBar,"₦18,000avg/night",6.8 Very GoodFrom 4 reviews
Tokyu Grand Hotel,"Port Harcourt, Rivers - Tokyu Grand Hotel Avenue, Off 22 Stadium Road",Restaurant,"₦13,160avg/night",
Meritz Hotels ,"Port Harcourt, Rivers - 1A Acron Avenue, Off Stadium Road, GRA IV, Port-Ha...",InternetRestaurantBar,"₦15,000avg/night",6.8 Very GoodFrom 1 review
Echelon Heights Hotel,"Port Harcourt, Rivers - No 73 Ken Sarowiwa Road (formerly Stadium Road) ",InternetRestaurantBar,"₦54,450avg/night",
Tiffany Hotels ,"Port Harcourt, Rivers - 1 Tiffany Hotel Avenue, Near The Airport Hotel, Om...",RestaurantPoolBarGym,"₦16,200avg/night",7.0 Very GoodFrom 17 reviews
Royal Castle Hotel,"Port Harcourt, Rivers - 96 Abel Jumbo St, Mile2 Diobu, Behind Azikiwe Poli...",RestaurantBar,"₦2,500avg/night",3.6 FairFrom 6 reviews
Christine Apartment Hotel Ltd,"Port Harcourt, Rivers - Mirari Estate 12C Benjamin Okpara Street  G.R.A  P...",InternetRestaurantPoolBarGym,"₦10,000avg/night",7.3 Very GoodFrom 8 reviews
The Grosvenor Rooms And Suites ,"Port Harcourt, Rivers - 69 Evo Road GRA Phase II",,"₦12,500avg/night",5.6 GoodFrom 3 reviews
Sparklyn Hotels And Suit,"Port Harcourt, Rivers - 101B Brookstone Close, Off Prof Abowei St, GRA Pha...",RestaurantPoolBarGym,"₦20,000avg/night",8.8 ExcellentFrom 2 reviews
Igoni Grand View Hotel,"Port Harcourt, Rivers - No 115 KM 25 Airport Road By Eligbolo Roundabout R...",RestaurantPoolBar,"₦10,000avg/night",8.0 ExcellentFrom 6 reviews
Visa Karena Hotels ,"Port Harcourt, Rivers - 3D Wonodi Close, GRA Phase III, Off Olu Obasanjo R...",RestaurantPoolBarGym,"₦36,000avg/night",10.0 ExcellentFrom 1 review
Sasun Hotels,"Port Harcourt, Rivers - Plot 206, Trans Amadi Industrial Layout,",InternetRestaurantBarGym,"₦13,000avg/night",10.0 ExcellentFrom 1 review
Hartford Hotels,", Rivers - 50 Wimpey,Iwofe Road Off Ada George Junction.",RestaurantBar,"₦8,000avg/night",10.0 ExcellentFrom 1 review
Chisam Suites,", Rivers - Beside Christ Chosen Church, Opposite Body Of Chri...",RestaurantBar,"₦7,000avg/night",8.2 ExcellentFrom 4 reviews
Jopala Hotel,"Port Harcourt, Rivers - 1 Angel Crescent Off Chinec Road, Ada George.",RestaurantPoolBar,"₦6,000avg/night",7.9 Very GoodFrom 4 reviews
Ss3 Boutique Hotel,"Port Harcourt, Rivers - No 10 Raymond Morgan ,opposite Eterna Filling Stat...",InternetRestaurantPoolBar,"₦13,000avg/night",
City Crown Hotels Limited,"Port Harcourt, Rivers - 58 Wimpey/Iwofe Road By Ada George Junction.",RestaurantPool,"₦7,000avg/night",8.1 ExcellentFrom 3 reviews
Hotel De Marpat,"Port Harcourt, Rivers -  4 NTA-Apara Link Road, Opp. Rumuapara Secondary S...",InternetRestaurantPool,"₦6,000avg/night",6.8 Very GoodFrom 1 review
Shell Gate Hotel ," Port Harcourt, Rivers - 27 Chief Wopara Street, Rumumasi, Port Harcourt.",RestaurantBar,"₦6,000avg/night",7.0 Very GoodFrom 2 reviews
Londa Hotel,"Port Harcourt, Rivers - 24B Wike/Orazi Road, Off Rumueme Market, Mile 4.",RestaurantPoolBarGym,"₦12,000avg/night",8.5 ExcellentFrom 6 reviews
L.A. Kings Hotel ,"Port Harcourt, Rivers - 31, Ken Saro Wiwa Rd (Formerly Stadium Road) Rumuo...",,"₦38,500avg/night",
Chrisolik Hotel Limited,", Rivers - 5A, Peter Odili Road",RestaurantPoolBar,"₦12,500avg/night",7.1 Very GoodFrom 7 reviews
Bougainvillea Hotel,", Rivers - Plot F / 1A Abacha Road, GRA. Phase 3, ",RestaurantPoolBarGym,"₦30,000avg/night",From 1 review
VEE HOTEL & SUITES,"Port Harcourt, Rivers - 2 Chief Wonwu Avenue, Off Ordinance Road, Trans Am...",InternetRestaurantPool,"₦14,500avg/night",6.5 Very GoodFrom 8 reviews
Blue Ribbon Suites Ltd,"Port Harcourt, Rivers - 304, Aba Road, Rumuokwurusi",,"₦8,500avg/night",6.4 Very GoodFrom 1 review
Arriva Suites,"Port Harcourt, Rivers - 5 Chuku Close, Off Stadium Road GRA, Rumuomasi, Po...",RestaurantBar,"₦13,350avg/night",9.2 ExcellentFrom 2 reviews
Coral Reef Hotel,"Port Harcourt, Rivers - 8 Orogbum Crescent, GRA Phase 2",InternetRestaurantBar,"₦12,000avg/night",7.5 Very GoodFrom 9 reviews
Jora Hotels,"Port Harcourt, Rivers - 1A Egelege Street (Khana Close) Off Olu Obasanjo R...",InternetRestaurantBar,"₦8,000avg/night",8.1 ExcellentFrom 3 reviews
Genesis Hotels,"Port Harcourt, Rivers - 198/199 Rumuogba Estate, Port Harcourt, Rivers Sta...",RestaurantPoolBarGym,"₦16,500avg/night",7.6 Very GoodFrom 1 review
Berenice Hotels Limited,"Port Harcourt, Rivers - 3 Amadi Lane, East West Road, Rumuodara, Obio Akpo...",Bar,"₦5,000avg/night",
Genesis Castle,"Port Harcourt, Rivers - 22 Thompson Avenue, Off Woji Road",InternetRestaurantPoolBarGym,"₦26,875avg/night",5.2 GoodFrom 3 reviews
Nima Suites Hotel,"Port Harcourt, Rivers - 9 Onuokolo Rd Woji Port-harcourt",RestaurantBar,"₦8,000avg/night",8.8 ExcellentFrom 1 review
Eclipse Hotel And Lounge,"Port Harcourt, , Rivers - Oroma Close, Off Olusegun Obasanjo Way, Port Harco...",RestaurantPool,"₦10,000avg/night",
Trulli Hotel," Port Harcourt, Rivers - No. 12, Faith Avenue Behind Yakubu Gowon Stadium R...",RestaurantBar,"₦10,000avg/night",8.7 ExcellentFrom 3 reviews
Gold Rush Suites,"Port Harcourt, Rivers - No 14, Ezimgbu Link Rd (Mummy B) GRA Phase IV",InternetRestaurantPool,"₦15,000avg/night",8.0 ExcellentFrom 1 review
Paloma Hotel,"Port Harcourt, Rivers - Plot 99,Bimkol Crescent Off Abacha Road,GRA Phase ...",InternetRestaurantPoolBar,"₦8,000avg/night",2.4 FairFrom 4 reviews
Diliosa Hotels Service,"Port Harcourt, Rivers - 3 Diliosa Road, By Rumuodara Junction, Eliowhani, ...",InternetRestaurantBar,"₦7,000avg/night",
Apex Hilton Hotel,"Port Harcourt, Rivers - Rukpakwulusi New Layout, Off Air Force Base-Eliozu...",RestaurantBar,"₦15,000avg/night",7.4 Very GoodFrom 4 reviews
Garden City Marriott Hotel,"Port Harcourt, Rivers - 39 Tombia Street By Le Meridien Road, GRA, Port Ha...",InternetRestaurantBar,"₦20,000avg/night",6.3 Very GoodFrom 30 reviews
Liberty House Hotel,"Port Harcourt, Rivers - 41 Alexander Street,Off Ada George Junction By Agi...",Bar,"₦8,000avg/night",8.0 ExcellentFrom 1 review
Ayoluyem Suites,"Port Harcourt, Rivers - House 23 Deeper Life Avenue, Rumudomaya",,"₦7,000avg/night",
Swiss International Mabisel Port Harcourt,"Port Harcourt, Rivers - 9 Mabisel Avenue Off Peter Odili Road",InternetRestaurantPoolBarGym,"₦49,900avg/night",8.5 ExcellentFrom 4 reviews
Ocabique Planet Hotel ,"Port Harcourt, Rivers - 5 Okah CloseBy Chinda, Off Stadium Road",InternetRestaurantBar,"₦6,000avg/night",
Dannic Hotels Port Harcourt,"Port Harcourt, Rivers - Plot 33, Circular Road, Presidential Estate, GRA,",RestaurantBar,"₦15,000avg/night",8.0 ExcellentFrom 6 reviews
Hotel De Excellence ,"Port Harcourt, Rivers - 3B Omerelu Street. GRA Phase I Behind Presidential...",Restaurant,"₦7,000avg/night",
The Retreat Home,"Port Harcourt, Rivers - 13 Okrika Avenue, Rumuogba Estate",RestaurantBar,"₦5,000avg/night",8.0 ExcellentFrom 1 review
Mina Hotels,"Port Harcourt, Rivers - Trans-Amadi Road,",RestaurantBar,"₦13,500avg/night",7.3 Very GoodFrom 7 reviews
Mr Sweet Hotels Limited,"Port Harcourt, Rivers - 33A, Okporo Road, Artillery Junction, Rumuogba",Bar,"₦4,500avg/night",
Dotnova Hotel,"Port Harcourt, Rivers - 453 Ikwerre Road, Rumuokwuta.",InternetRestaurant,"₦9,000avg/night",7.1 Very GoodFrom 2 reviews
De-Wynn Hotel Limited ,"Port Harcourt, Rivers - 5, Khana Street, D/Line, GRA.",RestaurantBar,"₦8,000avg/night",
"Lakewood Hotel, PH","Port Harcourt, Rivers - No 30 Okabie Street (Agip Link Road), Off Chinda R...",RestaurantBar,"₦4,000avg/night",6.3 Very GoodFrom 6 reviews
Royal Crest Hotel And Suites,"Port Harcourt, Rivers - 2 Divine Grace Close Trans Woji",InternetRestaurantBar,"₦13,500avg/night",
Cloud 10 Suites,"Port Harcourt, Rivers - 7 Haruk Road, Off Obiwali Road, Rumuigbo",Bar,"₦5,000avg/night",
The Golf Prince Hotel,"Port Harcourt, Rivers - 24 Abana Street, Golf Course Layout, Old GRA, Port...",PoolGym,"₦16,100avg/night",
The Crib Lifestyle Hotel  ,"Port Harcourt, Rivers - 17B William Jumbo Close, By Crib Hospital, Old GRA...",Bar,"₦19,000avg/night",5.8 GoodFrom 2 reviews
Eze Hotel ,"Port Harcourt, Rivers - No 15 East West  Road",RestaurantBar,"₦4,500avg/night",4.2 GoodFrom 4 reviews
Compact Hotels Nigeria Limited,"Port Harcourt, Rivers - No 2 Chief Amos Wegwu Annex Off Alikor Estate. Uni...",Bar,"₦5,000avg/night",7.6 Very GoodFrom 1 review
Hetona Hotels Limited,"Port Harcourt, Rivers - 15 Elelenwo Road, Elelenwo",RestaurantBar,"₦4,000avg/night",
Paragon Garden ,"Port Harcourt, Rivers - 36 Orogbum Crescent, GRA Phase 2",RestaurantPool,"₦12,000avg/night",6.4 Very GoodFrom 4 reviews
Juanita Hotels,"Port Harcourt, Rivers - 47 Herbert Macaulay Street, Amadi Flats, Old GRA",RestaurantPoolBarGym,"₦45,000avg/night",3.7 FairFrom 2 reviews
Bhanek Inn,"Port Harcourt, Rivers - Plot 5 Shell Location Off Tombia Extension,GRA Pha...",InternetRestaurantBar,"₦10,000avg/night",
Odenu Hotel,"Port Harcourt, Rivers - No 17 Ohiamini Road Rumola Road ",RestaurantBar,"₦5,000avg/night",From 1 review
The Catalans Hotels ,"Port Harcourt, Rivers - Okuruoma, Off Dr. Peter Odili Road, Trans Amadi",RestaurantBar,"₦5,400avg/night",5.6 GoodFrom 1 review
Benvindo Tropicana Hotel,"Port Harcourt, Rivers - No. 30/32 Ebony Road, Oroazi, Port Harcourt, River...",InternetRestaurantBar,"₦10,100avg/night",
Xteem Luxury Hotel & Suites,", Rivers - Plot F2 Woke Street, Off Abacha Road, GRA.",RestaurantPoolBarGym,"₦30,000avg/night",
Nana's Place ,"Port Harcourt, Rivers - 26 Igboukwu Street D-Line",InternetRestaurantBar,"₦9,000avg/night",8.6 ExcellentFrom 2 reviews
Read Hotels And Towers,"Port Harcourt, Rivers - 14 Eneka,Rukpokwu Road. ",RestaurantPool,"₦8,000avg/night",8.8 ExcellentFrom 1 review
Hano Hotel And Suites,"Port Harcourt, Rivers -  56 Orogbum Crescent, GRA Phase 2",InternetRestaurantBar,"₦14,000avg/night",8.4 ExcellentFrom 1 review
Hotel D'Azur,"Port Harcourt, Rivers - 12, Ojiba Crescent Off NTA Apara Link Road Mgbuoba...",RestaurantBar,"₦17,000avg/night",9.1 ExcellentFrom 2 reviews
Tuscany Suites,"Port Harcourt, Rivers - 206 Obi Wali,Road Rumuigbo.",RestaurantBar,"₦10,000avg/night",
Ciona Suites Limited,", Rivers - 19/21 Woji Road",InternetRestaurantBarGym,"₦10,000avg/night",
Pentagon Hotel And Suites,", Rivers - #1 Solomon Nwali  Street Along NTA-UNIPORT Road, O...",,"₦10,200avg/night",10.0 ExcellentFrom 1 review
City Express Hotel,"Port Harcourt, Rivers - 30 Nyewe - Eli O.N. Nsirim Road, Mile 4, Rumueme",RestaurantPoolBar,"₦8,000avg/night",
Genesis Place,"Port Harcourt, Rivers - Plot 198/199, Rumuogba Estate, Aba Express Road, R...",InternetRestaurantBar,"₦16,500avg/night",7.6 Very GoodFrom 4 reviews
Best Western Premier,"Port Harcourt, Rivers - Aba Expressway, KM 16, Opposite Intel Camp, Eleme,...",InternetRestaurantPoolGym,"₦35,750avg/night",8.3 ExcellentFrom 3 reviews
Dazey Suites ,"Port Harcourt, Rivers - 15 Uniport Road Owhipa Choba ",RestaurantBar,"₦5,000avg/night",
The Manor Hotel,"Port Harcourt, Rivers - 5 Omerelu Street GRA Phase I",InternetRestaurantBar,"₦11,730avg/night",5.6 GoodFrom 4 reviews
Goldstone Luxury Suites,"Port Harcourt, Rivers -  10 Royal Crescent, Off Proff Abowei Street, GRA P...",InternetRestaurantBar,"₦20,000avg/night",7.0 Very GoodFrom 1 review
Evaville Hotel ,"Opobo/Nkoro, Rivers - 7A, Royal Avenue, Okporo, Opobo/Nkoro, Rivers",RestaurantBar,"₦6,000avg/night",3.2 FairFrom 1 review
LA Kings Hotel,"Port -Harcourt, Rivers - 31 Ken Saro Wiwa Rd., Former Stadium Rd.",,"₦30,000avg/night",
C'RON HOTELS AND SUITES,"Port -Harcourt, Rivers - SARS Road, By Elikpowuordu Junction, Rukpokwu, Obi...",PoolBar,"₦15,000avg/night",
Anko Home Hotels,"Port Harcourt, Rivers - No 4 East West Road, Uniport By Deli Spices, Port ...",,"₦2,500avg/night",
Denami Suites ,"Port Harcourt, Rivers - 14 Eze Apara Close, Off NTA/ Apara Link Road, Rumu...",RestaurantBar,"₦10,000avg/night",
Alasaka Hotel ," Port Harcourt, Rivers -  18 Nwakanhu Sunshine Estate, Redeem Road, Rumundu...",,"₦3,500avg/night",
Tevit Homes,"Port Harcourt, Rivers - No 31/46, Forces Avenue, Old GRA, ",RestaurantBarGym,"₦8,000avg/night",
NO 3 Hotel,"Port Harcourt, Rivers - No 3 King Perekule Street, New GRA, Port Harcourt",RestaurantBar,"₦15,000avg/night",
Lotus Hotels ,"Port Harcourt, Rivers - Bozgomero Estate 30, Abuloma Road, Trans-Amadi Lay...",RestaurantPoolBarGym,"₦13,000avg/night",4.1 GoodFrom 3 reviews
The Elkan Terrace,"Port Harcourt, Rivers - Plot 12B Abacha Link Road, GRA Phase 3",InternetRestaurantBarGym,"₦29,400avg/night",7.4 Very GoodFrom 2 reviews
Greenfield Resorts Limited,"Port Harcourt, Rivers - 12-16 Bishop Dimeri Street Off Evo Road, GRA Phase...",RestaurantPoolBar,"₦10,000avg/night",1.6 From 1 review
Living Shepherds Hill Hotels ,"Port Harcourt, Rivers - 44 Okporo Road, First Artillery Junction, Rumuogba...",RestaurantBar,"₦6,650avg/night",6.4 Very GoodFrom 3 reviews
Sapphire Hotels Limited,"Port Harcourt, Rivers - 13,Ovunwo Street Off Khana Street, D/Line.",RestaurantBar,"₦6,000avg/night",
Manorgrove House Hotel,"Port Harcourt, Rivers - NTA Road Opposite NTA Premises ",RestaurantBar,"₦13,000avg/night",
Limpopo Springs,"Port Harcourt, Rivers - 7 Boskel Road, Aba/Ph Expressway",InternetRestaurantPool,"₦17,000avg/night",10.0 ExcellentFrom 3 reviews
